reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
69496d5c-4698-41e7-8f84-52ce0069ee0b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sebagai seller,saya sangat terbantu dg adanya Shopee.Karena dapat menjangkau pembeli di seluruh pelosok nusantara. Yang menjadi kendala saya sebagai seller adalah,sekarang pembeli bisa seenaknya mengembalikan barang yg sudah dibeli.Bahkan barang yg sudah dipakai.Tanpa menunggu persetujuan dari penjual. Dan saran saya,biaya adminnya(potongannya) jangan naik terus dong.Masak sekarang potongannnya sampai 22.5. Belum lagi ditambah biaya Rp 1.250 tiap transaksi yg selesai. Terimakasih.",5,0,,2026-07-06 01:08:42,,,
cc06187a-9d7a-4089-b783-b450f6133d54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kebanyakan iklan, dan transfer ke bank terlalu lama sampai 1x24jam",1,0,3.29.24,2026-07-06 01:08:20,"Hai kak yudha pratama. Maaf ya udah bikin khawatir terkait kendala yg kamu alami. Supaya bisa aku bantu cek lbh lanjut, boleh infoin detail kendalanya ke DM IG shopee_id ya kak. Sehat selalu ^BL",2026-07-06 02:28:11,3.29.24
99bd7845-5d92-4ad5-b945-5824bf2fb823,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"jelek, aplikasi monyet, jelas2 saldo ada tapi gabisa dipake buat pembayaran.",1,0,3.77.26,2026-07-06 01:06:33,,,3.77.26
bfcfad37-bfe3-491e-ac5e-d8e7cc80a19e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pengirimanmya lama sekarang,1,0,3.77.26,2026-07-06 01:03:25,"Hai kak ikhsal rahman, makasih ya untuk feedbacknya dan maaf atas ketidaknyamannya. Kedepannya Shopee akan terus berusaha lebih baik lagi agar para pengguna lebih nyaman dalam menggunakan Shopee. Kalo ada pertanyaan/kendala, kakak bisa hubungi DM Social Media IG @Shopee_id / @Shopeecare_id yaa kak. Sehat selalu ^LF",2026-07-06 02:33:32,3.77.26
f8926c93-3cb4-4d33-8a57-487872624960,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus sering dapet voucher gratis ongkir nya banyak harga lebih terjangkau, hasil memuaskan",4,0,3.77.26,2026-07-06 01:02:45,"Hai kak Ain. Makasih buat review dan bintang 5 nya, aku jadi hepi deh. Semoga Shopee selalu bisa ngasih yang terbaik buat kamu agar kamu bisa selalu puas sama Shopee. Semoga juga Shopee gak pernah bikin kamu kecewa ya kak. Kalau ada pertanyaan terkait Shopee boleh kasih tau di DM IG @Shopeecare_id yaa. Terima kasih ^NW",2026-07-06 02:30:01,3.77.26
b44f9ba1-9e37-494d-9020-a397f2ba895c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,iklannya ganggu banget parah!!! di mana mana ada baru nanti di paksa buat aplikasinya 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,1,0,3.77.26,2026-07-06 00:58:53,,,3.77.26
13c73a09-5eae-4b10-868a-d0e81dac12ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ngasih voucher 20k untuk produk tertentu min pembelian 20k, giliran di checkout gak ada satu barang pun yg mendukung pengiriman.kocak, gini amat gimmick nya. php",1,0,3.76.25,2026-07-06 00:58:47,,,3.76.25
15ab2fcd-ecea-4659-b150-378c2158832c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"iklan langsung masuk ke aplikasi, voucher hangus karena kesalahan merchant dan lamanya proses dari sistem malah nggak ada ganti",2,0,3.77.26,2026-07-06 00:57:07,,,3.77.26
72e1b4fa-d1bb-48ea-abe7-1421e61a3404,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya mau nanya,kenapa shopi tidal bisa memakai no tkpn tetep awalnya aq dowlod shopi udah terdaftar trus shopinya ke hapus,saya dowlod lg,tpi hrus make no tlpn yg baru,gimana klo gitu ya,Mohon bntuanny",3,0,,2026-07-06 00:54:48,"Hai kak muhamad aliyudin, mohon maaf ya sudah buat kamu gak nyaman. Terkait kendala  yang dialami,  agar bisa aku bantu cek, infoin ke aku  detailnya elalui DM IG @shopee_id/@shopeecare_id ya. Terima kasih telah menghubungi shopee sehat selalu ^WE",2026-07-06 01:58:46,
82235c11-7905-4e68-9b55-9b8995316455,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jelek mahal,1,0,3.77.26,2026-07-06 00:51:21,,,3.77.26
1e19d88d-4006-4794-8ae7-6e922f87188b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi yang mengalihkan dari scrolling kehidupan orang lain 😁,5,0,3.77.26,2026-07-06 00:49:44,"Hi kak Citra Amiliani, makasih banget ya kak untuk bintang dan reviewnya. Aku happy banget nih dapat bintang dari kamu. Oiya, jangan lupa pantau terus sosmed resmi Shopee buat update terbarunya ya kak. Kalo ada kendala boleh colek aku ke DM IG @shopee_id/@shopeecare_id. Terima kasih telah menghubungi shopee sehat selalu ^WE",2026-07-06 02:00:28,3.77.26
3e33e339-f885-4317-803c-6c1aec1ee3bb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pelayanan CS SIWI ga jls, ga ada solusi, masalah tdk terselesaikan, RESPON JG LAMA",1,0,,2026-07-06 00:48:07,,,
75d516a6-09d7-41c7-a730-9cda1cf1f10b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus, tapi harus dipertimbangkan lagi",5,0,3.77.25,2026-07-06 00:45:46,"Hi kak Neng Fitri, makasih banget ya kak untuk bintang ya  Oiya, jangan lupa pantau terus sosmed resmi Shopee buat update terbarunya ya kak. Kalo ada kendala boleh colek aku ke DM IG @shopee_id/@shopeecare_id. Terima kasih telah menghubungi shopee sehat selalu ^WE",2026-07-06 02:01:14,3.77.25
d85969c4-9f51-4aac-a891-e0c64aa1b8f3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"woiii shoope kalo bikin iklan jangan maksa dongg,",1,2,,2026-07-06 00:38:11,,,
773af87d-ad29-4c28-b3ae-1b8807a62b38,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi shopee sangat membantu dalam proses pembelian,5,0,3.77.26,2026-07-06 00:37:49,"Hai kak Adam Dara. Makasih buat review dan bintang 5 nya, aku jadi hepi deh. Semoga Shopee selalu bisa ngasih yang terbaik buat kamu agar kamu bisa selalu puas sama Shopee. Semoga juga Shopee gak pernah bikin kamu kecewa ya kak. Kalau ada pertanyaan terkait Shopee boleh kasih tau di DM IG @Shopeecare_id yaa. Terima kasih ^NW",2026-07-06 01:52:05,3.77.26
888c521c-8089-4f95-b2f7-df57cd062025,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,IKLANNYA GANGGU BGTT,1,0,,2026-07-06 00:36:07,,,
5b802f1e-d69a-4015-9c55-6c52805d7091,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,top bingit,5,0,3.77.26,2026-07-06 00:35:34,"Wahhh mantep bgt nih kak Sony Sony, makasih yaa buat review dan bintangnya :). Pantau terus aplikasi shopee ya kak agar gak ketinggalan info dan promo menarik lainnya. Klo ada kendala terkait Shopee boleh DM aku dgn melampirkan Screenshoot melalui DM ke Social Media kita @Shopee_id / @Shopeecare ya. Terimakasih dan sehat selalu kak^SH",2026-07-06 01:57:45,3.77.26
47c4098f-2023-454e-b684-72de64c7fb4e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi belanja yang memudahkan customer, banyak pilihan barang juga",4,0,3.68.37,2026-07-06 00:35:31,"hi kak makasih ya buat sarannya, moga kedepannya aplikasi shopee lebih baik lagi, pantau terus aplikasi shopeenya yaw, kalo ada kendala lain colek aku aja, stay safe :)^KW",2021-03-08 21:51:43,3.68.37
6dc4295a-696e-4b57-af0a-7b0d159f098d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"@ShopeeID stop udah belanja di shopee.. sistem sangat buruk,.pelayanan ke pengguna sangat tidak ramah. TIM CS Tidak ada guna sama sekali, tim masalah juga tidak bisa memberi solusi cuma bisa jawab template. saran stop belanja di shopee dan kasih rating 1 di playstore",1,1,3.76.25,2026-07-06 00:35:14,,,3.76.25
5d39a641-4149-4693-aad3-96a67ef6cc8d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,senang belanja di Shopee...,5,0,3.77.25,2026-07-06 00:32:22,"Hi kak rini wani sari, makasih banget ya kak untuk bintang dan reviewnya. Aku happy banget nih dapat bintang dari kamu. Oiya, jangan lupa pantau terus sosmed resmi Shopee buat update terbarunya ya kak. Kalo ada kendala boleh colek aku ke DM IG @shopee_id/@shopeecare_id. Terima kasih telah menghubungi shopee sehat selalu ^WE",2026-07-06 02:03:01,3.77.25
30783dd5-e84f-44a6-a95d-5ee904da3cc4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk kont01 iklan berlebihan rusak,1,0,3.76.25,2026-07-06 00:27:51,,,3.76.25
0fac48ec-3bfd-472c-86a1-02db26262090,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi sangat berguna rekomed👍,5,0,3.77.26,2026-07-06 00:26:14,"Wahhh mantep bgt nih kak Muhamad Rudin, makasih yaa buat review dan bintangnya :). Pantau terus aplikasi shopee ya kak agar gak ketinggalan info dan promo menarik lainnya. Klo ada kendala terkait Shopee boleh DM aku dgn melampirkan Screenshoot melalui DM ke Social Media kita @Shopee_id / @Shopeecare ya. Terimakasih dan sehat selalu kak^SH",2026-07-06 02:53:32,3.77.26
76579f0f-4516-484b-8f3b-cc27c022bd21,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi Sudah bagusss mantap saya suka, tapi tolong bgttt buat system keamanan nya lebih ketat, saat flashsale banyak Yang curang pake bot soalnya Dan itu agak membuat banyak orang muak, terimakasih🙏",5,0,3.77.26,2026-07-06 00:22:54,"Hi kak Arul, maaf yaa terkait kendala yg kmu alami. Masukan ini akan kami jadikan evaluasi untuk terus meningkatkan keamanan sistem, termasuk mencegah aktivitas yang tidak wajar saat Flash Sale. Semoga pengalaman belanja Kakak semakin nyaman. Sehat se;laluu kak^SH",2026-07-06 02:20:35,3.77.26
8bd18266-f540-4f43-8684-61d26975cb8a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,god's,5,0,,2026-07-06 00:22:15,"Wahhh mantep bgt nih kak bombom bar, makasih yaa buat review dan bintangnya :). Pantau terus aplikasi shopee ya kak agar gak ketinggalan info dan promo menarik lainnya. Klo ada kendala terkait Shopee boleh DM aku dgn melampirkan Screenshoot melalui DM ke Social Media kita @Shopee_id / @Shopeecare ya. Terimakasih dan sehat selalu kak^SH",2026-07-06 01:58:26,
22738ecc-81cb-457d-b69b-fb05d32619a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku suka shoppe karena pesan apa yang kita mau selalu sesuai pesanan dan kalau tidak ada barangnya pasti ada pemberitahuan gak asal main kirim apa yang kita pesan apa yang di kirim apa pokonya belanja di shoppe aku selalu puasss shoppe memang debesss,5,0,3.74.34,2026-07-06 00:21:53,"Wahhh mantep bgt nih kak Yayat Ciklet, makasih yaa buat review dan bintangnya :). Pantau terus aplikasi shopee ya kak agar gak ketinggalan info dan promo menarik lainnya. Klo ada kendala terkait Shopee boleh DM aku dgn melampirkan Screenshoot melalui DM ke Social Media kita @Shopee_id / @Shopeecare ya. Terimakasih dan sehat selalu kak^SH",2026-07-06 02:52:48,3.74.34
c6d9e3b4-82b1-40b9-8f86-195c0b830eda,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya sangat terbantu dengan adanya shoopee ini,5,0,,2026-07-06 00:21:23,"Wahhh mantep bgt nih kak Rawan Edi, makasih yaa buat review dan bintangnya :). Pantau terus aplikasi shopee ya kak agar gak ketinggalan info dan promo menarik lainnya. Klo ada kendala terkait Shopee boleh DM aku dgn melampirkan Screenshoot melalui DM ke Social Media kita @Shopee_id / @Shopeecare ya. Terimakasih dan sehat selalu kak^SH",2026-07-06 02:52:03,
059c9afd-b71c-4aff-9919-6d06ea477f4b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mau daftar aja ribet bgt no recommend,1,0,,2026-07-06 00:20:28,,,
5bc0b10b-8b17-4f13-af51-a067231fc9da,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,DAN AKHIRNYA SAYA ADALAH 1 ORANG PERTAMA YANG UNINSTALL APLIKASI SHOPPE KARENA SUDAH MUAK DAN BURUK PELAYANAN CS SHOPPE DAN KURIR SHOPPE SELAMAT TINGGAL APLIKASI YANG SUDAH HAMPIR 6 TAHUN SAYA GUNAKAN KARENA SUDAH MUAK.,1,1,3.59.38,2026-07-06 00:20:12,,,3.59.38
5a4a71ec-8d65-45d1-a0b0-8a827d847bcc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"iklan terlalu dimana - mana. awalnya biasa saja. lama kelamaan mengganggu, tolong pihak shopee kalo sudah klik >> ga usah langsung ke shopee! kami akan membuka apk ini kalo belanja!",1,0,3.49.37,2026-07-06 00:16:41,,,3.49.37
826ba580-5c49-4591-aa7f-1da94f35cc39,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"harusnya review produk bisa 6 bulan jangan 4 bulan, banyak toko yang ingin saya review bintang 5 jadi gagal, padahal saya ingin bantu tokonya, saya banyak belanja soalnya jadi ga sempet review",1,54,3.77.26,2026-07-06 00:10:58,,,3.77.26
163d18ee-323a-4658-a7c6-ba3cb8134c65,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,iklan nya sangat berlebihan,1,0,3.77.25,2026-07-06 00:05:42,,,3.77.25
e33b3f2c-79b3-4303-9bad-a38867e5d543,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,iklan terlalu berlebihan dan mengakibatkan banyak virus bisa bisa nya maen game malah muncul iklan shopee agk laen,1,0,3.77.25,2026-07-06 00:05:07,,,3.77.25
